,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
37425,37425,3005,1334,Beautiful Disaster,Jamie Mcguire,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Aug 2012,418,SIMON & SCHUSTER,English,Walking Disaster,Jamie McGuire,Romance;Contemporary;Romance;Contemporary Romance;Young Adult;Academic;College,April 2nd 2013,448,Atria Books,English
38018,38018,2780,1375,River Road,Jayne Ann Krentz,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2015,432,Berkley Books,English,The River Knows,Amanda Quick;Jayne Ann Krentz,Romance;Romance;Historical Romance;Historical;Mystery;Historical;Historical Fiction,April 24th 2007,368,Putnam Adult,English
38043,38043,1961,1375,The River Knows,Amanda Quick,Romance:Romance Books:Historical Romance:Historical Romance,28 May 2008,422,Penguin Putnam Inc,English,The River Knows,Amanda Quick;Jayne Ann Krentz,Romance;Romance;Historical Romance;Historical;Mystery;Historical;Historical Fiction,April 24th 2007,368,Putnam Adult,English
38560,38560,2435,1391,One More Chance,Abbi Glines,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Nov 2014,272,Simon & Schuster Ltd,English,Take a Chance,Abbi Glines,Romance;Romance;Contemporary Romance,February 25th 2014,234,Atria Books,
39407,39407,2350,1419,Seduced By His Touch,Tracy Anne Warren,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English,Seduced,Melody Anne,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Erotica;Bdsm,September 2nd 2013,325,Gossamer Publishing,None
40336,40336,2485,1448,A Perfect Storm,Lori Foster,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2012,442,HarperCollins Publishers,English,A Perfect Storm,Lori Foster,Romance;Romance;Romantic Suspense;Romance;Contemporary Romance;Contemporary;Suspense,March 27th 2012,305,Harlequin,English
40502,40502,2814,1458,From This Moment on,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jun 2013,378,Mira Books,English,From This Moment On,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary,August 30th 2011,176,Bella Andre,
40939,40939,1148,1483,Devil May Cry : A Dark-Hunter Novel,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,06 Aug 2009,365,St Martin's Press,English,Devil May Cry,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,August 3rd 2007,320,St. Martin's Press,English
41037,41037,706,1490,Burning Dawn,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2014,445,Harlequin,English,Burning Dawn,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy,April 29th 2014,445,HQN Books,English
41437,41437,1145,1513,Beauty Awakened,Gena Showalter,Romance:Romance Books,26 Feb 2013,448,HarperCollins Publishers,English,Beauty Awakened,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Angels;Romance;Paranormal;Demons;Fantasy,February 26th 2013,447,HQN Books,English
41736,41736,2626,1527,Last Man Standing,Cindy Gerard,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jan 2012,323,SIMON & SCHUSTER,English,Last Man Standing,Cindy Gerard,Romance;Romantic Suspense;Romance;Suspense;War;Military;Romance;Contemporary Romance;Contemporary,January 31st 2012,323,Pocket Star,English
41854,41854,896,1530,Because We Belong (Because You Are Mine Series #3),Beth Kery,Erotic Fiction:Romance:Romance Books,05 Nov 2013,416,Headline Publishing Group,English,Because You Are Mine: The Complete Novel,Beth Kery,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary,March 5th 2013,368,Berkley,
41857,41857,3120,1530,The Affair: Complete Novel,Beth Kery,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2015,544,Headline Publishing Group,English,Because You Are Mine: The Complete Novel,Beth Kery,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary,March 5th 2013,368,Berkley,
42345,42345,1852,1566,Seven Years to Sin,Sylvia Day,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Sagas:Historical Fiction,28 Aug 2012,341,Kensington Publishing,English,Seven Years to Sin,Sylvia Day,Romance;Romance;Historical Romance;Historical;Adult;Adult Fiction;Erotica;Historical;Historical Fiction,August 30th 2011,352,Kensington Brava,English
42583,42583,2712,1579,Born in Shame,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Feb 2007,357,Penguin Putnam Inc,English,Born in Fire,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Womens Fiction;Chick Lit,October 1st 1994,416,Jove,English
42893,42893,647,1589,The Rosie Project,Graeme Simsion,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Oct 2013,304,SIMON & SCHUSTER,English,Het Rosie Project,Graeme Simsion;Linda Broeder,Fiction;Romance;Contemporary;Humor;Womens Fiction;Chick Lit,October 7th 2013,330,Sijthoff,Dutch
42947,42947,1544,1593,Slightly Scandalous,Mary Balogh,Historical Romance:Historical Romance,03 Jun 2003,374,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Wicked,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,October 2011,342,Bantam Dell Random House,English
42954,42954,1618,1593,Slighty Tempted,Mary Balogh,Historical Romance:Historical Romance,30 Dec 2003,256,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Wicked,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,October 2011,342,Bantam Dell Random House,English
43100,43100,1892,1597,Lord Perfect,Loretta Chase,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,25 Jul 2011,293,Penguin Putnam Inc,English,Lord Perfect,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 7th 2006,304,Berkley Sensation,English
43103,43103,2192,1597,Lord Perfect : Number 3 in series,Loretta Chase,Historical Romance:Historical Romance,07 Jun 2007,320,Little Brown Book Group,English,Lord Perfect,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 7th 2006,304,Berkley Sensation,English
43211,43211,1744,1606,Master of Desire,Kinley MacGregor,Historical Romance:Historical Romance,26 Jul 2005,384,HarperCollins Publishers Inc,English,Master of Desire,Kinley MacGregor,Romance;Historical Romance;Romance;Historical;Historical;Medieval,February 1st 2005,376,Avon,English
43758,43758,1538,1626,Slightly Sinful,Mary Balogh,Historical Romance:Historical Romance,02 Jul 2004,342,Random House USA Inc,English,Slightly Married,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,April 1st 2003,342,Dell Bantam Random House,English
43760,43760,1544,1626,Slightly Scandalous,Mary Balogh,Historical Romance:Historical Romance,03 Jun 2003,374,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Married,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,April 1st 2003,342,Dell Bantam Random House,English
44017,44017,2791,1634,Glitter Baby,Susan Elizabeth Phillips,Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,438,HarperCollins Publishers Inc,English,Baby; Don't Go,Susan Andersen,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Romance;Romantic Suspense,March 25th 2014,357,Avon,None
44103,44103,1557,1638,Slightly Wicked,Mary Balogh,Historical Romance:Historical Romance,29 Apr 2003,342,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English
44109,44109,1618,1638,Slighty Tempted,Mary Balogh,Historical Romance:Historical Romance,30 Dec 2003,256,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English
44192,44192,1905,1643,An Unsuitable Bride,Jane Feather,Contemporary Fiction:Historical Romance:Historical Romance:Family & Relationships,24 Jul 2012,465,SIMON & SCHUSTER,English,The Heiress Bride,Catherine Coulter,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction,July 1st 1993,406,Jove,English
44257,44257,388,1649,Slightly Dangerous,Mary Balogh,Historical Romance:Historical Romance,01 Mar 2005,400,Random House USA Inc,English,Slightly Scandalous,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 2011,374,Dell Random House,English
44279,44279,1544,1649,Slightly Scandalous,Mary Balogh,Historical Romance:Historical Romance,03 Jun 2003,374,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Scandalous,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 2011,374,Dell Random House,English
44286,44286,1618,1649,Slighty Tempted,Mary Balogh,Historical Romance:Historical Romance,30 Dec 2003,256,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Scandalous,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 2011,374,Dell Random House,English
44440,44440,233,1654,Deeper Than Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,09 Aug 2011,416,Random House USA Inc,English,Marked by Midnight,Lara Adrian,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,June 30th 2014,146,Lara Adrian; LLC,English
44441,44441,1044,1654,Kiss of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Feb 2009,432,Bantam Doubleday Dell Publishing Group Inc,English,Marked by Midnight,Lara Adrian,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,June 30th 2014,146,Lara Adrian; LLC,English
44443,44443,1091,1654,Midnight Awakening,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,369,Random House USA Inc,English,Marked by Midnight,Lara Adrian,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,June 30th 2014,146,Lara Adrian; LLC,English
44449,44449,1215,1654,Darker After Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Jan 2012,416,Little Brown Book Group,English,Marked by Midnight,Lara Adrian,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,June 30th 2014,146,Lara Adrian; LLC,English
44684,44684,1818,1666,One Dance with a Duke,Tessa Dare,Romance:Romance Books:Historical Romance:Historical Romance,25 May 2010,392,Random House USA Inc,English,One Dance with a Duke,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 25th 2010,384,Ballantine Books,English
45001,45001,3423,1687,Lady Chatterley's Lover,D H Lawrence,Classic Books & Novels:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Sep 2013,297,Advantage Publishers Group,English,Lady Chatterley's Lover,D.H. Lawrence;Doris Lessing;Chester Brown,Classics;Fiction;Romance;Literature,October 31st 2006,364,Penguin Classics,English
45002,45002,3630,1687,Lady Chatterly's Lover,D H Lawrence,Classic Books & Novels:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Mar 2014,302,Gray Rabbit Publishing,English,Lady Chatterley's Lover,D.H. Lawrence;Doris Lessing;Chester Brown,Classics;Fiction;Romance;Literature,October 31st 2006,364,Penguin Classics,English
45214,45214,1165,1701,First Grave on the Right,Darynda Jones,Crime:Crime Fiction:Fantasy:Fantasy Books:Romance:Romance Books,29 Nov 2011,338,St Martin's Press,English,Fifth Grave Past the Light,Darynda Jones;Lorelei King,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Fantasy;Romance;Paranormal Romance;Mystery,July 9th 2013,339,St. Martin's Press,English
45500,45500,2602,1715,Baby Proof,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2012,373,St Martin's Press,English,Baby Proof,Emily Giffin,Womens Fiction;Chick Lit;Romance;Fiction,June 13th 2006,340,St. Martin's Press,English
45558,45558,340,1722,The Nonesuch,Georgette Heyer,Historical Romance:Historical Romance,22 Feb 2005,304,Cornerstone,English,The Nonesuch,Georgette Heyer,Romance;Historical;Historical Fiction;Historical;Regency;Romance;Historical Romance;Historical;Fiction;Historical Romance;Regency Romance,January 6th 2005,304,Arrow,
46053,46053,984,1734,Nauti Intentions,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 May 2009,339,Penguin Putnam Inc,English,Nauti Dreams,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,August 5th 2008,340,Berkley Sensation,English
46076,46076,3117,1734,Nauti Dreams,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Sep 2008,304,Penguin Putnam Inc,English,Nauti Dreams,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,August 5th 2008,340,Berkley Sensation,English
46090,46090,85,1735,Maybe Someday,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Mar 2014,370,SIMON & SCHUSTER,English,Maybe Not,Colleen Hoover,New Adult;Romance;Contemporary;Novella,November 24th 2014,130,Atria Books,
46570,46570,3535,1750,Razer's Ride,Jamie Begley,Erotic Fiction,10 Jun 2013,228,Young Ink Press LLC,English,Razer's Ride,Jamie Begley,Romance;Adult Fiction;Erotica,June 8th 2013,229,Young Ink Press; LLC,
46578,46578,843,1752,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,296,Penguin Putnam Inc,English,Nauti Nights,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Contemporary;Romance;Romantic Suspense,November 1st 2007,344,Berkley HEAT,English
47333,47333,1688,1793,No Place For A Lady : A Sweeping Wartime Romance Full of Courage and Passion,Gill Paul,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,02 Jul 2015,432,HarperCollins Publishers,English,Rising of a Dead Moon,Paul Haston,Historical;Historical Fiction;Fiction;Cultural;India;Cultural;Africa;War,October 9th 2012,238,Magic Ink Press,
48004,48004,1772,1849,Hallam Square : Book Four in the brilliantly entertaining and heartwarming Gibson Family Saga,Anna Jacobs,Contemporary Fiction:Historical Romance:Historical Romance:Sagas,07 Nov 1996,496,Hodder & Stoughton General Division,English,Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie  Jacobsen,History;Nonfiction;Science;War;World War II;War,February 11th 2014,575,Little; Brown and Company,English
48447,48447,247,1875,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,
48451,48451,596,1875,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,
48457,48457,2423,1875,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,
48695,48695,2464,1893,Rules : Things are Changing at the Little School by the Sea,Jane Beaton:Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Aug 2016,288,Little Brown Book Group,English,My Everything (My Everything Series),Michelle Jane,Love;Romance,September 14th 2013,218,Michelle Jane,None
50601,50601,2841,2023,Forever with You,Jennifer L. Armentrout,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Sep 2015,384,HarperCollins Publishers Inc,English,Atlantis On the Shores of Forever,Jennifer McKeithen,Fantasy;Historical;Historical Fiction,September 29th 2015,392,Createspace Independent Publishing Platform,
51889,51889,3229,2123,Pideme lo que quieras o déjame: SERIE PIDEME LO QUE QUIERAS 3,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 Jul 2014,416,Booket,Spanish,One To See Me (The ONE Series; Part 1; Book 2),Alicia  Maxwell,,November 2nd 2017,185,Alicia Maxwell,None
52189,52189,3403,2155,Fatal Shadows : The Adrien English Mystery Series,Josh Lanyon,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction,14 May 2012,190,Justjoshin,English,Fatal Shadows / A Dangerous Thing,Josh Lanyon,Romance;M M Romance;Mystery;Contemporary;Romance,May 8th 2007,290,Loose Id,English
52190,52190,3603,2155,A Dangerous Thing : The Adrien English Mysteries,Josh Lanyon,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 May 2012,None,Just Joshin,English,Fatal Shadows / A Dangerous Thing,Josh Lanyon,Romance;M M Romance;Mystery;Contemporary;Romance,May 8th 2007,290,Loose Id,English
52838,52838,3418,2191,Letters to Penthouse: Letters To Penthouse Xxx Extreme Sex Maximum Pleasure XXX,Editors of Penthouse,Erotic Fiction,01 Jan 2008,352,Little Brown & Company,English,Stately Pleasures,Lucy Felthouse,Adult Fiction;Erotica;Erotica;Menage;Erotica;Bdsm;Romance;Romance;Erotic Romance,January 16th 2014,200,Xcite Books,None
52906,52906,1343,2197,Scent of Magic,Maria V Snyder,Fantasy:Fantasy Books:Romance:Romance Books,18 Dec 2012,416,Mira Books,English,Scent of Magic,Maria V. Snyder,Fantasy;Fantasy;Magic;Young Adult;Romance,January 1st 2013,414,HarlequinTeen Australia,English
53073,53073,447,2207,The Untamed Bride,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,05 Jul 2011,356,HarperCollins Publishers Inc,English,The Untamed Bride,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,October 27th 2009,356,Avon,
53077,53077,468,2207,The Elusive Bride,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,528,HarperCollins Publishers (Australia) Pty Ltd,English,The Untamed Bride,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,October 27th 2009,356,Avon,
53103,53103,1587,2207,The Ideal Bride,Stephanie Laurens,Historical Romance:Historical Romance:Historical Fiction,29 Aug 2011,431,HarperCollins Publishers Inc,English,The Untamed Bride,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,October 27th 2009,356,Avon,
53402,53402,1924,2219,Mr Cavendish I Presume : Number 2 in series,Julia Quinn,Historical Romance:Historical Romance,01 Oct 2008,384,Little Brown Book Group,English,Mr. Cavendish; I Presume,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance;Fiction,September 30th 2008,370,Avon,English
54074,54074,3479,2263,The Sexy Librarian's Big Book of Erotica,Rose Caraway,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,04 Dec 2014,256,Cleis Press,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None
54165,54165,1942,2263,Mastered By Love : Number 8 in series,Stephanie Laurens,Historical Romance:Historical Romance,06 Aug 2009,448,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None
54170,54170,2055,2263,The Capture Of The Earl Of Glencrae : Number 3 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Jan 2012,448,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None
54174,54174,2146,2263,Viscount Breckenridge To The Rescue : Number 1 in series,Stephanie Laurens,Historical Romance:Historical Romance,18 Aug 2011,448,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None
54177,54177,2282,2263,The Lady Chosen : Number 1 in series,Stephanie Laurens,Historical Romance:Historical Romance,12 Jan 2010,464,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None
54351,54351,1134,2272,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,512,SIMON & SCHUSTER,English,After We Collided,Anna Todd,Romance;New Adult;Contemporary;Young Adult,November 25th 2014,688,Gallery Books,English
54353,54353,1357,2272,After We Collided,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,688,SIMON & SCHUSTER,English,After We Collided,Anna Todd,Romance;New Adult;Contemporary;Young Adult,November 25th 2014,688,Gallery Books,English
54822,54822,1942,2290,Mastered By Love : Number 8 in series,Stephanie Laurens,Historical Romance:Historical Romance,06 Aug 2009,448,Little Brown Book Group,English,Twisted Love,R.C. Stephens,New Adult;Romance,May 31st 2015,322,,None
54918,54918,2654,2291,Things I Want My Daughters to Know,Elizabeth Noble,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2008,448,Penguin Books Ltd,English,The Silk Weaver's Daughter,Elizabeth Kales,Historical;Historical Fiction;Romance;Cultural;France;Romance;Historical Romance,December 19th 2011,274,,None
55966,55966,441,2346,The Lady Most Willing... : A Novel in Three Parts,Julia Quinn:Eloisa James:Connie Brockway,Contemporary Fiction:Historical Romance:Historical Romance:Short Story Books,01 Jan 2013,384,HarperCollins Publishers Inc,English,Three Weeks With Lady X,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,March 25th 2014,384,Avon,
56023,56023,339,2349,Again the Magic,Lisa Kleypas,Historical Romance:Historical Romance,26 May 2015,391,AVON BOOKS,English,Again the Magic,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,October 13th 2009,421,HarperCollins e-books,
57055,57055,369,2389,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,The Ugly Duchess,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fantasy;Fairy Tales;Historical Romance;Regency Romance,August 28th 2012,334,Avon,English
57079,57079,1718,2389,Desperate Duchesses,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,The Ugly Duchess,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fantasy;Fairy Tales;Historical Romance;Regency Romance,August 28th 2012,334,Avon,English
58139,58139,2183,2428,A Lady of Expectations and Other Stories,Stephanie Laurens,Historical Romance:Historical Romance,23 Oct 2012,440,HarperCollins Publishers,English,Who is Max (Sex Stories for Adults #1),Stephanie Rose,,March 4th 2015,None,Dark Erotica Adult,None
58212,58212,1134,2434,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,512,SIMON & SCHUSTER,English,After We Fell,Anna Todd,Romance;New Adult;Contemporary,December 30th 2014,848,Gallery Books,English
58399,58399,445,2442,A Secret Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,27 Sep 2000,374,HarperCollins Publishers Inc,English,Bitter Sweet Love,R.C. Stephens,New Adult;Romance;Romance;Contemporary Romance,January 18th 2015,353,CreateSpace,English
58509,58509,1546,2443,Duke of Midnight,Elizabeth Hoyt,Historical Romance:Historical Romance,15 Oct 2013,381,Little Brown & Company,English,Night of the Gypsies,Elizabeth Kales,Historical,September 26th 2014,264,CreateApXW,
58925,58925,1808,2470,The Secret Mistress : Mistress Couplet: Prequel,Mary Balogh,Historical Romance:Historical Romance:Historical Fiction,04 Aug 2011,368,Little Brown Book Group,English,No Man's Mistress,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance;Fiction,February 28th 2006,384,Dell,English
59236,59236,195,2490,Me Before You,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2014,369,Penguin Books,English,Me Before You,Jojo Moyes,Romance;Fiction;Audiobook,January 5th 2012,481,Michael Joseph (UK),English
59594,59594,3060,2523,Love the One You're with,Emily Giffin,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Feb 2013,372,St. Martin's Press,English,Love the One You're With,Emily Giffin,Womens Fiction;Chick Lit;Fiction;Romance,May 13th 2008,342,St. Martin's Press,English
59647,59647,3577,2532,Crash Into You,Roni Loren,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jan 2012,323,Penguin Putnam Inc,English,Crash into You,Roni Loren,Erotica;Bdsm;Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Romance;Erotic Romance;Erotica;Menage,January 3rd 2012,336,Berkley Heat,English
60057,60057,1202,2556,This Could Change Everything: Beat the winter blues with the feel-good new romance from the bestselling author,Jill Mansell,Romance:Romance Books,25 Jan 2018,416,Headline Publishing Group,English,Beach Bum Billionaire: The Complete Series,Jill Lang,,January 13th 2015,222,Lang Publishing,
60061,60061,1451,2556,Simply Irresistible : Number 1 in series,Jill Shalvis,Adult & Contemporary Romance:Adult & Contemporary Romance,04 Nov 2010,336,Little Brown & Company,English,Beach Bum Billionaire: The Complete Series,Jill Lang,,January 13th 2015,222,Lang Publishing,
60065,60065,2475,2556,Lucky in Love : Number 4 in series,Jill Shalvis,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Nov 2012,384,Little Brown & Company,English,Beach Bum Billionaire: The Complete Series,Jill Lang,,January 13th 2015,222,Lang Publishing,
